platform,VM_instance,CPU_freq,n_nodes,n_vCPU,mem_size_GB,input_size_bytes,algorithm,runtime_sec,avg_kbmemused,avg_%memused,avg_%usr
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,block-matrix-mult,88.63556314500056,5760918.117647059,75.21176470588235,56.43941176470588
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,random-forest,63.603804112000034,6632043.0,86.58416666666666,53.857499999999995
AWS,r4.large,2.3,1,2,16.374534999999998,-1,kmeans,152.3190110400028,6994229.333333333,44.66666666666666,56.215
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,block-matrix-mult,200.2365198949992,10735163.0,69.70450000000001,67.008
AWS,r3.large,2.5,1,2,16.106099999999998,806020600,lr,181.996,6207969.894736842,39.62684210526315,67.99657894736843
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,spearman,391.3662445109999,3551114.1298701297,92.12064935064936,45.67012987012988
AWS,r3.xlarge,2.5,1,4,32.749069999999996,13139641527,wordcount,151.431,23138938.19354839,73.65387096774192,84.97129032258064
AWS,m4.large,2.4,1,2,8.58992,-1,kmeans,734.7754354619974,6081042.367346939,74.38034013605441,53.250408163265305
AWS,c4.large,2.9,1,2,4.0265249999999995,259947887,pagerank,752.756,3592032.552631579,93.18282894736842,64.82809210526315
AWS,m3.large,2.6,1,2,7.516179999999999,-1,chi-sq-mat,19.46721873299975,2878466.0,37.58,69.375
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,gmm,106.15257785499988,19691401.333333332,31.31619047619048,42.149523809523814
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,13139688966,sort,2087.952,40998194.73933649,65.19883886255924,3.1847156398104266
AWS,c4.xlarge,2.9,1,4,8.053049999999999,125209992,pagerank,575.713,3551026.4137931033,46.36094827586208,62.3235344827586
AWS,m4.2xlarge,2.4,1,8,34.35968,13139653241,sort,330.12,24978123.164179105,75.81074626865671,25.2655223880597
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,gradient-boosted-tree,37.19358121100049,5268499.428571428,17.06,38.56142857142857
AWS,r4.large,2.3,1,2,16.374534999999998,1209030600,lr,175.034,7789870.333333333,49.746944444444445,89.35916666666668
AWS,m4.large,2.4,1,2,8.58992,-1,chi-sq-gof,18.323652181000057,2823734.6666666665,34.54,76.44333333333333
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,summary-statistics,21.263618968000173,5527385.0,17.605,42.3225
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,3200000000,terasort,479.461,10789172.04040404,17.15777777777778,16.051212121212124
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,block-matrix-mult,57.70906933200058,5937120.7272727275,38.54909090909091,26.521818181818176
AWS,c4.large,2.9,1,2,4.0265249999999995,3820993928,join,185.676,3492839.6756756757,90.60972972972972,80.2310810810811
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,summary-statistics,27.883429680000063,4459684.8,28.955999999999996,27.338
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,940817222,bayes,137.701,13384109.57142857,21.271785714285716,33.06357142857142
AWS,r4.large,2.3,1,2,16.374534999999998,-1,lda,143.5193384919985,6131417.857142857,39.15607142857143,81.11285714285715
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,13139675456,wordcount,123.16,15107398.4,98.0936,37.2548
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,word2vec,367.4416716240012,12115555.561643835,38.56520547945206,95.98246575342463
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,kmeans,1101.1397541609986,3612950.709090909,93.7255,53.17399999999999
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,kmeans,107.48604815999988,14033713.714285716,44.69476190476191,43.285714285714285
AWS,r3.large,2.5,1,2,16.106099999999998,-1,pearson,566.457648773001,14539240.920353984,92.8062831858407,52.38433628318584
AWS,m4.xlarge,2.4,1,4,17.17984,3820993928,join,388.593,8071675.949367088,49.118607594936705,77.05455696202533
AWS,m4.xlarge,2.4,1,4,17.17984,-1,spearman,110.7208702479984,7860832.909090909,47.83454545454545,49.13636363636365
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,word2vec,327.13606763300777,3438553.3538461537,89.20076923076924,96.14861538461538
AWS,m3.large,2.6,1,2,7.516179999999999,-1,chi-sq-feature,946.468169849999,6013375.470899471,78.50798941798942,52.307195767195765
AWS,c4.large,2.9,1,2,4.0265249999999995,9600000000,terasort,581.086,3707489.504273505,96.1776923076923,57.43461538461539
AWS,c4.large,2.9,1,2,4.0265249999999995,4019032802,scan,244.239,3588351.137254902,93.08686274509805,80.58078431372549
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,lda,94.77048102499975,9674620.210526315,30.79526315789473,71.10578947368421
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,kmeans,53.33647695599939,7095605.6,22.597,53.010000000000005
AWS,m3.large,2.6,1,2,7.516179999999999,-1,svd,2213.797867867,4974904.488687783,64.95058823529412,51.55316742081448
AWS,m3.large,2.6,1,2,7.516179999999999,-1,regression,2499.177823667,6141556.633266533,80.18240480961924,52.94523046092184
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,3284912108,sort,110.886,10285884.695652174,66.78652173913044,49.78347826086957
AWS,m4.xlarge,2.4,1,4,17.17984,-1,classification,102.29570207300094,8595788.0,52.307,49.63099999999999
AWS,c3.large,2.8,1,2,4.0265249999999995,259947887,pagerank,761.819,3528848.1818181816,91.54318181818182,71.94292207792208
AWS,m3.large,2.6,1,2,7.516179999999999,-1,word2vec,710.0203414099997,6318205.887323944,82.48852112676056,97.08450704225352
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,fp-growth,31.44159117600003,6938698.666666667,11.028333333333334,45.241666666666674
AWS,r3.large,2.5,1,2,16.106099999999998,-1,lda,146.08250625800065,9543361.379310343,60.91758620689656,77.66379310344827
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,9600000000,terasort,301.207,24658053.573770493,39.21295081967214,69.8372131147541
AWS,r3.large,2.5,1,2,16.106099999999998,87,scan,31.085,4716440.5,30.10625,61.031250000000014
AWS,m4.xlarge,2.4,1,4,17.17984,3284921354,sort,679.136,15218546.028985508,92.6089855072464,6.302536231884058
AWS,c3.xlarge,2.8,1,4,7.516179999999999,743941960,aggregation,437.726,7070106.696629213,92.30505617977528,62.788089887640446
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,summary-statistics,26.37738536100005,6596063.2,20.020000000000003,32.196
AWS,r3.large,2.5,1,2,16.106099999999998,-1,word2vec,432.0500692509995,7865966.305882353,50.210352941176474,87.56435294117648
AWS,m3.large,2.6,1,2,7.516179999999999,3284931666,wordcount,93.974,7022418.8,91.68200000000002,84.4825
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,word2vec,121.25792833799642,5187685.0,67.72916666666667,89.02625
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,gmm,55.49480181599984,10268058.909090908,31.16454545454545,43.23909090909091
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,72101800,als,154.294,10663226.5,34.5265625,20.9771875
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,pearson,38.70013932599977,10285254.857142856,16.357142857142858,38.4
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,spearman,53.54124160900392,9362910.8,28.415,42.553
AWS,m3.large,2.6,1,2,7.516179999999999,-1,regression,2381.131007836,6066852.235294118,79.20678571428573,53.074642857142855
AWS,m3.large,2.6,1,2,7.516179999999999,-1,als,127.59038897199936,4803133.12,62.70759999999999,71.47000000000001
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,pearson,321.1624955360021,7173274.0625,93.6521875,50.408125
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,regression,79.0546172989998,11531298.133333333,74.87333333333335,52.260000000000005
AWS,r4.xlarge,2.3,1,4,32.749069999999996,940817222,bayes,161.935,9982758.666666666,31.79242424242424,50.81212121212121
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,decision-tree,49.15345138900011,6390194.222222222,20.34111111111111,54.341111111111104
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,fp-growth,36.68963353300023,7516781.714285715,11.955714285714285,43.42142857142857
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,lda,144.0163023109999,3543137.5714285714,91.9139285714286,74.4632142857143
AWS,c4.xlarge,2.9,1,4,8.053049999999999,743932936,aggregation,127.127,5913449.185185186,77.20481481481482,65.94333333333333
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,regression,110.05519586599983,27820366.90909091,44.21954545454545,47.96727272727273
AWS,m4.large,2.4,1,2,8.58992,13139675643,sort,642.294,7623557.661538461,93.24761538461536,43.439538461538454
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,classification,1133.8472170350033,7394603.380530974,96.54172566371682,50.91924778761062
AWS,c4.xlarge,2.9,1,4,8.053049999999999,1612040600,lr,233.83,7025860.680851064,91.72680851063828,32.13148936170212
AWS,r4.large,2.3,1,2,16.374534999999998,125209992,pagerank,258.93,5715960.0784313725,36.50274509803922,54.933137254901965
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,pca,54.80744347400105,5645500.7272727275,36.658181818181816,38.46545454545454
AWS,m3.large,2.6,1,2,7.516179999999999,125209992,pagerank,248.407,5054851.76,65.9954,57.840999999999994
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,svd,581.1087909960002,10440926.51724138,67.79422413793104,47.97724137931034
AWS,m4.large,2.4,1,2,8.58992,-1,word2vec,376.5436605569994,6380105.066666666,78.0388,97.16386666666666
AWS,r3.large,2.5,1,2,16.106099999999998,-1,pca,173.33676113399997,6706511.529411765,42.80823529411765,53.542058823529416
AWS,r4.large,2.3,1,2,16.374534999999998,3284922270,sort,294.199,8510628.4,54.34983333333333,75.18883333333335
AWS,r4.large,2.3,1,2,16.374534999999998,-1,chi-sq-feature,596.6092657649997,10668722.453781512,68.13210084033612,52.52773109243697
AWS,m3.large,2.6,1,2,7.516179999999999,-1,naive-bayes,3019.122934619998,6722534.8590381425,87.76728026533996,51.74887230514096
AWS,r4.large,2.3,1,2,16.374534999999998,3799320693,join,763.028,10292028.232258065,65.72593548387097,84.41729032258064
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,spearman,117.26019007400008,11410174.782608695,36.31869565217392,43.31956521739131
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,naive-bayes,808.6195603000015,25227501.068322983,80.30155279503106,52.12857142857143
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,gmm,747.829322495,8576167.919463087,55.686510067114085,51.20268456375839
AWS,m3.xlarge,2.6,1,4,16.106099999999998,6569849326,wordcount,88.957,13581893.89473684,88.19,78.81157894736843
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,gradient-boosted-tree,35.68608822300001,3425184.0,44.71857142857142,54.81857142857143
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,pca,99.1182059390012,10807503.578947367,34.99473684210526,44.76578947368421
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,3284904661,sort,843.694,11010113.98816568,71.48940828402367,5.268520710059172
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,lda,83.84528707200025,10177767.5,66.08500000000001,41.66875
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,kmeans,100.35550345399996,15625728.0,50.59499999999999,43.959999999999994
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,word2vec,669.5973873509938,3561902.8656716417,92.40119402985074,97.40962686567164
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,lda,60.99046705799992,8778211.333333334,56.999166666666675,49.305
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,87,scan,21.992,6450882.666666667,10.258333333333336,13.756666666666668
AWS,r4.large,2.3,1,2,16.374534999999998,-1,lda,104.2639825110018,5851440.8,37.368,82.1215
AWS,r4.large,2.3,1,2,16.374534999999998,-1,gradient-boosted-tree,43.92001030799997,3238463.5,20.682499999999997,74.84375
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,random-forest,98.3705951630002,8156832.0,52.96368421052631,50.897368421052626
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,gradient-boosted-tree,77.07971032500018,12044449.066666666,78.20599999999997,34.266000000000005
AWS,m3.large,2.6,1,2,7.516179999999999,-1,decision-tree,62.765743903997645,4289974.333333333,56.00833333333335,64.49583333333332
AWS,r3.large,2.5,1,2,16.106099999999998,-1,chi-sq-feature,510.44725479499994,9596143.68627451,61.2536274509804,53.010882352941174
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,3200000000,terasort,76.779,18034118.0,28.679375,58.605625
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,svd,545.468280008994,11087344.220183486,35.30990825688074,48.43669724770642
AWS,c4.xlarge,2.9,1,4,8.053049999999999,125209992,pagerank,93.256,5953226.105263158,77.72368421052632,72.34894736842105
AWS,m3.large,2.6,1,2,7.516179999999999,200168800,als,383.65,6184063.384615385,80.7373076923077,61.27525641025641
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,block-matrix-mult,100.43469776499842,3460491.2,89.7695,49.524
AWS,m4.large,2.4,1,2,8.58992,-1,fp-growth,46.4903100850006,4030843.111111111,49.30444444444444,61.524444444444434
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,gmm,67.04058634499961,12573538.461538462,19.98307692307692,42.379999999999995
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,summary-statistics,18.47111285100027,3555590.6666666665,23.08666666666667,22.77
AWS,m4.large,2.4,1,2,8.58992,3799320693,join,721.128,7308887.561643835,89.39849315068494,84.24397260273972
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,block-matrix-mult,150.36664879899945,14774741.733333332,23.483333333333334,35.13433333333333
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,regression,699.0018931330001,14712452.517985612,95.52942446043166,54.34726618705036
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,pic,43.160749323000346,4178127.5,54.54875,58.06625
AWS,m4.large,2.4,1,2,8.58992,-1,pearson,327.31428701500045,7792603.015384615,95.31646153846155,53.15430769230769
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,naive-bayes,2824.8399488029972,3753516.389380531,97.37194690265486,51.859398230088495
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,pearson,120.45629407799424,21306520.333333332,33.864583333333336,46.548750000000005
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,svd,1964.5376190320096,3202293.3061224488,83.07173469387754,51.47897959183673
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,naive-bayes,783.9414594610002,14425590.846153846,93.6675,50.73641025641026
AWS,m4.xlarge,2.4,1,4,17.17984,-1,fp-growth,33.17095170899984,6308180.0,38.388333333333335,53.54
AWS,r4.large,2.3,1,2,16.374534999999998,-1,kmeans,1376.7681816969998,12670852.945454543,80.91727272727273,52.2004
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,kmeans,654.8416531589974,7242586.198473282,94.5563358778626,51.6975572519084
AWS,r4.large,2.3,1,2,16.374534999999998,743932928,aggregation,224.477,10964279.40425532,70.01872340425533,86.70000000000002
AWS,m4.xlarge,2.4,1,4,17.17984,-1,naive-bayes,1557.14433057,14047572.128617365,85.48311897106109,50.05067524115755
AWS,r4.large,2.3,1,2,16.374534999999998,-1,chi-sq-feature,582.3593058760016,9068854.793103447,57.91396551724137,53.55155172413794
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,gradient-boosted-tree,36.44591678500001,8566695.42857143,27.267142857142854,53.99571428571429
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,classification,38.591489526999794,6248644.571428572,40.57142857142857,38.81428571428571
AWS,r3.large,2.5,1,2,16.106099999999998,-1,svd,587.5123456059955,6242112.888888889,39.84478632478633,52.85196581196582
AWS,r4.large,2.3,1,2,16.374534999999998,-1,naive-bayes,3016.644114980998,10670060.40464345,68.14001658374792,51.89515754560531
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,6400000000,terasort,217.381,11587834.727272728,75.24068181818183,51.53886363636364
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,regression,2126.685482641999,3755497.76,97.42315294117648,53.4712
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,naive-bayes,802.5574699480021,14360621.15,93.245625,50.098
AWS,m3.large,2.6,1,2,7.516179999999999,-1,regression,2488.627436975999,6980783.895372233,91.13837022132796,53.10092555331992
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,743941994,aggregation,172.441,8159653.7894736845,52.981052631578955,73.00184210526315
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,naive-bayes,1425.4052857080096,3749902.217543859,97.278,52.126315789473686
AWS,c3.large,2.8,1,2,4.0265249999999995,13139679554,wordcount,404.351,3725518.048780488,96.64512195121952,57.064634146341454
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,fp-growth,30.386780312000155,4843460.666666667,31.450000000000003,42.76833333333334
AWS,m4.2xlarge,2.4,1,8,34.35968,259947887,pagerank,103.805,14429846.285714284,43.79571428571428,73.17
AWS,c3.xlarge,2.8,1,4,7.516179999999999,6400000000,terasort,2004.705,6868925.875311721,89.67835411471323,13.959201995012467
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,kmeans,52.51484993899999,5444623.6,35.352,53.196000000000005
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,pic,101.172773022,11265272.2,35.858000000000004,41.471
AWS,c4.xlarge,2.9,1,4,8.053049999999999,3284903518,sort,1731.968,7201427.560693641,94.0193063583815,5.4419942196531785
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,regression,102.86099864000016,30010133.2,47.724,49.7385
AWS,r3.large,2.5,1,2,16.106099999999998,743933336,aggregation,228.78,10395669.083333334,66.3575,87.00645833333333
AWS,m4.xlarge,2.4,1,4,17.17984,-1,word2vec,203.5242689919978,7880229.3,47.953,93.26925
AWS,m4.xlarge,2.4,1,4,17.17984,-1,lda,98.90260040800058,7020011.7894736845,42.718947368421055,67.79684210526317
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,gradient-boosted-tree,37.847744154000054,2537560.0,65.83000000000001,76.51571428571428
AWS,c3.large,2.8,1,2,4.0265249999999995,679448803,dfsioe,336.929,3167303.2296296298,82.16392592592594,78.28437037037037
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,chi-sq-feature,487.2562812839999,29236314.43298969,94.6660824742268,67.83092783505154
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,kmeans,684.789106088,7348648.116788321,95.94138686131386,51.526204379562046
AWS,r4.xlarge,2.3,1,4,32.749069999999996,-1,pearson,157.80808719399647,12143267.483870968,38.672903225806465,50.10322580645161
AWS,m4.xlarge,2.4,1,4,17.17984,-1,regression,1299.653187249,14649898.285714284,89.14880308880309,53.39691119691119
AWS,m4.large,2.4,1,2,8.58992,1209030600,lr,172.074,7245786.057142857,88.62628571428571,89.12028571428571
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,naive-bayes,827.274516902,56344422.42424242,89.55430303030303,51.28490909090908
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,gmm,168.80938504200094,6376897.090909091,41.40636363636363,51.209393939393934
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,gmm,87.09971787899849,6212635.294117647,40.34,52.22764705882352
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,fp-growth,37.990776785999515,7882519.428571428,12.528571428571428,44.98428571428571
AWS,m3.xlarge,2.6,1,4,16.106099999999998,-1,gradient-boosted-tree,83.39737774999958,6895837.25,44.774375,52.635625
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,naive-bayes,220.9662776160003,33382636.09090909,53.08772727272728,47.48204545454546
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,classification,585.6210868939997,3704339.418803419,96.09615384615384,50.798803418803416
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,spearman,53.09956549799972,10194076.4,66.19,39.708000000000006
AWS,m3.large,2.6,1,2,7.516179999999999,-1,block-matrix-mult,104.67495346800024,4413271.047619048,57.61952380952381,56.10428571428571
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,block-matrix-mult,144.8025437160004,14217270.344827589,22.609655172413795,33.57793103448275
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,svd,519.4832971429996,12718928.582524272,40.485339805825234,50.95961165048543
AWS,m4.xlarge,2.4,1,4,17.17984,-1,random-forest,91.82864494099704,6864046.444444444,41.77,53.757222222222225
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,kmeans,2055.762411848,3754643.708029197,97.40058394160584,51.86077858880778
AWS,m4.xlarge,2.4,1,4,17.17984,-1,spearman,75.60972379600025,10063209.333333334,61.23733333333333,48.612
AWS,r4.large,2.3,1,2,16.374534999999998,3799320693,join,208.402,10535137.047619049,67.27785714285714,86.91904761904763
AWS,m3.large,2.6,1,2,7.516179999999999,-1,kmeans,81.09424593199947,3961991.25,51.725625,62.53999999999999
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,chi-sq-mat,17.354670141998213,2597893.3333333335,67.39333333333333,77.53666666666668
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,743933044,aggregation,86.374,10041476.888888888,65.20055555555557,54.657222222222224
AWS,r3.xlarge,2.5,1,4,32.749069999999996,395478955,pagerank,1276.411,5485956.658823529,17.46235294117647,65.95792156862746
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,decision-tree,48.671454857999834,13574437.777777778,21.57444444444444,41.67222222222222
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,svd,660.195620258,24229501.818181816,38.51015151515151,48.193333333333335
AWS,c3.xlarge,2.8,1,4,7.516179999999999,1612040600,lr,260.576,6627206.666666667,86.52235294117648,36.04196078431372
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,pca,162.57005619400297,2902504.625,75.29624999999999,56.473125
AWS,r4.large,2.3,1,2,16.374534999999998,-1,regression,1300.726709946999,11930327.36923077,76.18853846153846,54.396692307692305
AWS,c3.xlarge,2.8,1,4,7.516179999999999,3200000000,terasort,173.956,6348923.666666667,82.88944444444445,52.27194444444444
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,classification,189.4818510279997,16748462.702702705,53.31216216216218,48.005405405405405
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,random-forest,64.07184769000014,7393459.0,48.005833333333335,42.92416666666667
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,fp-growth,42.087504165000155,7708555.0,23.39625,41.59875
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,regression,113.07797528399988,12994034.727272728,84.37136363636363,40.64409090909092
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,3799320693,join,102.636,20846309.0,33.15149999999999,52.48749999999999
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,lda,253.19197087300017,3605711.84,93.53760000000004,66.96780000000001
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,chi-sq-feature,307.3236537940029,7070459.344262295,92.30967213114752,51.25688524590164
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,svd,317.27549818700027,11667125.904761905,37.136825396825394,51.40587301587302
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,-1,classification,46.89778014799998,10130610.222222222,16.10111111111111,38.55444444444444
AWS,c3.xlarge,2.8,1,4,7.516179999999999,395478955,pagerank,376.54,6814313.35064935,88.96597402597402,87.86818181818182
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,spearman,89.68646782400174,7955112.222222222,51.653888888888886,45.10444444444445
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,3284906959,wordcount,140.307,12280733.655172411,79.74034482758621,13.432758620689654
AWS,m4.xlarge,2.4,1,4,17.17984,6400000000,terasort,272.672,13242405.785714284,80.58339285714285,58.90696428571429
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,-1,pearson,183.1160660140013,9656039.444444444,62.697500000000005,48.7775
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,9600000000,terasort,364.521,14324682.108108109,93.01135135135137,46.18689189189189
AWS,c4.large,2.9,1,2,4.0265249999999995,-1,word2vec,191.54523246998724,3395858.6315789474,88.09315789473683,93.77894736842104
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,-1,kmeans,40.24686749299872,7153355.0,23.1625,41.17
AWS,c3.2xlarge,2.8,1,8,16.106099999999998,-1,classification,42.42550714600111,6332037.0,41.114999999999995,39.765
AWS,r3.xlarge,2.5,1,4,32.749069999999996,6400000000,terasort,250.632,20809342.2745098,66.23803921568629,65.18411764705883
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,gradient-boosted-tree,33.56315769600042,6464372.666666667,10.28,40.708333333333336
AWS,r4.2xlarge,2.3,1,8,65.49813999999999,-1,chi-sq-mat,18.552589710001484,4583989.333333333,7.286666666666666,23.816666666666663
AWS,m4.large,2.4,1,2,8.58992,1209030600,lr,307.962,6877186.793650794,84.11809523809522,48.922698412698416
AWS,c4.xlarge,2.9,1,4,8.053049999999999,-1,gmm,73.78626007400004,4475206.285714285,58.42714285714286,51.78214285714286
AWS,r4.large,2.3,1,2,16.374534999999998,-1,gmm,159.94886312800008,8261537.0,52.7590625,51.7690625
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,9600000000,terasort,376.474,12742256.684210526,82.73684210526316,45.135263157894734
AWS,c3.xlarge,2.8,1,4,7.516179999999999,0,scan,108.799,5389497.043478261,70.36391304347829,10.466521739130435
AWS,r4.xlarge,2.3,1,4,32.749069999999996,87,scan,23.041,5302279.333333333,16.886666666666667,30.730000000000004
AWS,m4.xlarge,2.4,1,4,17.17984,940817222,bayes,170.853,8277421.142857143,50.37171428571428,45.12314285714286
AWS,c4.large,2.9,1,2,4.0265249999999995,395478955,pagerank,2122.984,3437898.1852731593,89.18399049881236,63.461116389548685
AWS,m4.large,2.4,1,2,8.58992,-1,svd,2106.238612757006,5110116.8741092635,62.504536817102135,51.440997624703094
AWS,r3.2xlarge,2.5,1,8,65.49813999999999,3284928419,sort,56.656,13393912.333333334,21.289166666666667,47.54583333333333
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,3200000000,terasort,104.774,12531383.090909092,81.36727272727272,48.92545454545454
AWS,m4.xlarge,2.4,1,4,17.17984,-1,summary-statistics,20.5740727110001,5156196.0,31.375,40.52
AWS,r3.xlarge,2.5,1,4,32.749069999999996,-1,kmeans,179.65939639899807,12630593.222222222,40.20388888888888,51.61055555555556
AWS,c3.large,2.8,1,2,4.0265249999999995,-1,pca,288.2161895589961,3189500.350877193,82.73964912280701,53.52491228070176
AWS,m4.2xlarge,2.4,1,8,34.35968,-1,lda,80.35830476500007,12273466.75,37.249375,59.59375
AWS,c3.xlarge,2.8,1,4,7.516179999999999,259947887,pagerank,707.171,4657673.436619719,60.80950704225353,83.50014084507042
AWS,m4.large,2.4,1,2,8.58992,-1,lda,221.2740195080005,7463915.0,91.295,67.91068181818181
AWS,c4.2xlarge,2.9,1,8,16.106099999999998,259947887,pagerank,375.52,5156550.7894736845,33.48236842105263,70.11223684210526
AWS,m3.2xlarge,2.6,1,8,32.212199999999996,87,scan,22.285,5596643.333333333,18.12166666666667,15.15
AWS,r3.large,2.5,1,2,16.106099999999998,128134600,als,203.374,11280526.095238095,72.0054761904762,78.15523809523809
AWS,c3.xlarge,2.8,1,4,7.516179999999999,-1,decision-tree,42.25377570199635,4686887.0,61.19,53.260000000000005
